Taxon,,Date,Malaise,,,,,,,,,,,
,Order,,1A,1B,1C,2A,2B,2C,3A,3B,3C,UTC1,UTC2,UTC3
Diplopoda,,22-Jun-16,0,0,0,,,,,,,,,
,,23-Jun-16,,,,0,0,0,,,,,,
,,24-Jun-16,,,,,,,0,0,0,,,
,,25-Jun-16,,,,,,,,,,0,0,0
,,29-Jun-16,0,0,0,,,,,,,,,
,,30-Jun-16,,,,0,0,0,,,,,,
,,1-Jul-16,,,,,,,0,0,0,,,
,,2-Jul-16,,,,,,,,,,0,0,0
,,6-Jul-16,0,0,0,,,,,,,,,
,,7-Jul-16,,,,0,0,0,,,,,,
,,8-Jul-16,,,,,,,0,0,0,,,
,,9-Jul-16,,,,,,,,,,0,0,0
,,13-Jul-16,0,0,0,,,,,,,,,
,,14-Jul-16,,,,0,0,0,,,,,,
,,15-Jul-16,,,,,,,0,0,0,,,
,,16-Jul-16,,,,,,,,,,0,0,0
,,20-Jul-16,0,0,0,,,,,,,,,
,,21-Jul-16,,,,,,,,,,,,
,,22-Jul-16,,,,,,,0,0,,,,
,,23-Jul-16,,,,0,0,0,,,,0,0,0
Chilopoda,,22-Jun-16,0,0,0,,,,,,,,,
,,23-Jun-16,,,,0,0,0,,,,,,
,,24-Jun-16,,,,,,,0,0,0,,,
,,25-Jun-16,,,,,,,,,,0,0,0
,,29-Jun-16,0,0,0,,,,,,,,,
,,30-Jun-16,,,,0,0,0,,,,,,
,,1-Jul-16,,,,,,,0,0,0,,,
,,2-Jul-16,,,,,,,,,,0,0,0
,,6-Jul-16,0,0,0,,,,,,,,,
,,7-Jul-16,,,,0,0,0,,,,,,
,,8-Jul-16,,,,,,,0,0,0,,,
,,9-Jul-16,,,,,,,,,,0,0,0
,,13-Jul-16,0,0,0,,,,,,,,,
,,14-Jul-16,,,,0,0,0,,,,,,
,,15-Jul-16,,,,,,,0,0,0,,,
,,16-Jul-16,,,,,,,,,,0,0,0
,,20-Jul-16,0,0,0,,,,,,,,,
,,21-Jul-16,,,,,,,,,,,,
,,22-Jul-16,,,,,,,0,0,,,,
,,23-Jul-16,,,,0,0,0,,,,0,0,0
Araneae,,22-Jun-16,0.0004,0.0307,0.0185,,,,,,,,,
,,23-Jun-16,,,,0.0149,0.0056,0.0002,,,,,,
,,24-Jun-16,,,,,,,0.032,0.0007,0.0483,,,
,,25-Jun-16,,,,,,,,,,0.1146,0.0068,0.0085
,,29-Jun-16,0.0265,0.0312,0.0155,,,,,,,,,
,,30-Jun-16,,,,0.001,0.0009,0.0117,,,,,,
,,1-Jul-16,,,,,,,0.0016,0.0034,0,,,
,,2-Jul-16,,,,,,,,,,0.0149,0.0049,0.1819
,,6-Jul-16,0.0115,0,0.0553,,,,,,,,,
,,7-Jul-16,,,,0.0004,0.002,0.0018,,,,,,
,,8-Jul-16,,,,,,,0.0073,0.0377,0.0117,,,
,,9-Jul-16,,,,,,,,,,0,0.0005,0.0062
,,13-Jul-16,0.0018,0.0064,0,,,,,,,,,
,,14-Jul-16,,,,0,0,0,,,,,,
,,15-Jul-16,,,,,,,0.0036,0.0015,0.0359,,,
,,16-Jul-16,,,,,,,,,,0.0012,0.0014,0.0068
,,20-Jul-16,0.0043,0.0083,0,,,,,,,,,
,,21-Jul-16,,,,,,,,,,,,
,,22-Jul-16,,,,,,,0.0064,0.008,0.0214,,,
,,23-Jul-16,,,,0,0.0208,0.001,,,,0.0017,0.0013,0.0282
Acari,,22-Jun-16,0,0,0,,,,,,,,,
,,23-Jun-16,,,,0,0,0,,,,,,
,,24-Jun-16,,,,,,,0,0,0,,,
,,25-Jun-16,,,,,,,,,,0,0,0
,,29-Jun-16,0,0,0,,,,,,,,,
,,30-Jun-16,,,,0,0,0,,,,,,
,,1-Jul-16,,,,,,,0,0,0,,,
,,2-Jul-16,,,,,,,,,,0,0,0
,,6-Jul-16,0,0,0,,,,,,,,,
,,7-Jul-16,,,,0,0,0,,,,,,
,,8-Jul-16,,,,,,,0,0,0,,,
,,9-Jul-16,,,,,,,,,,0,0,0
,,13-Jul-16,0,0,0,,,,,,,,,
,,14-Jul-16,,,,0,0,0,,,,,,
,,15-Jul-16,,,,,,,0,0,0,,,
,,16-Jul-16,,,,,,,,,,0,0,0
,,20-Jul-16,0,0,0,,,,,,,,,
,,21-Jul-16,,,,,,,,,,,,
,,22-Jul-16,,,,,,,0,0,0,,,
,,23-Jul-16,,,,0,0,0,,,,0,0,0
Solifugae,,22-Jun-16,0,0,0,,,,,,,,,
,,23-Jun-16,,,,0.0418,0,0,,,,,,
,,24-Jun-16,,,,,,,0,0.0276,0,,,
,,25-Jun-16,,,,,,,,,,0,0,0
,,29-Jun-16,0,0,0,,,,,,,,,
,,30-Jun-16,,,,0,0,0.0205,,,,,,
,,1-Jul-16,,,,,,,0,0.0582,0,,,
,,2-Jul-16,,,,,,,,,,0,0,0
,,6-Jul-16,0,0,0,,,,,,,,,
,,7-Jul-16,,,,0,0,0.0207,,,,,,
,,8-Jul-16,,,,,,,0,0,0,,,
,,9-Jul-16,,,,,,,,,,0,0,0.0364
,,13-Jul-16,0,0,0,,,,,,,,,
,,14-Jul-16,,,,0,0,0.0187,,,,,,
,,15-Jul-16,,,,,,,0,0,0,,,
,,16-Jul-16,,,,,,,,,,0,0,0
,,20-Jul-16,0,0,0,,,,,,,,,
,,21-Jul-16,,,,,,,,,,,,
,,22-Jul-16,,,,,,,0,0,0,,,
,,23-Jul-16,,,,0,0,0,,,,0,0,0
Scorpiones,,22-Jun-16,0,0,0,,,,,,,,,
,,23-Jun-16,,,,0,0,0,,,,,,
,,24-Jun-16,,,,,,,0,0,0,,,
,,25-Jun-16,,,,,,,,,,0,0,0
,,29-Jun-16,0,0,0,,,,,,,,,
,,30-Jun-16,,,,0,0,0,,,,,,
,,1-Jul-16,,,,,,,0,0,0,,,
,,2-Jul-16,,,,,,,,,,0,0,0
,,6-Jul-16,0,0,0,,,,,,,,,
,,7-Jul-16,,,,0,0,0,,,,,,
,,8-Jul-16,,,,,,,0,0,0,,,
,,9-Jul-16,,,,,,,,,,0,0,0
,,13-Jul-16,0,0,0,,,,,,,,,
,,14-Jul-16,,,,0,0,0,,,,,,
,,15-Jul-16,,,,,,,0,0,0,,,
,,16-Jul-16,,,,,,,,,,0,0,0
,,20-Jul-16,0,0,0,,,,,,,,,
,,21-Jul-16,,,,,,,,,,,,
,,22-Jul-16,,,,,,,0,0,0,,,
,,23-Jul-16,,,,0,0,0,,,,0,0,0
Pseudoscorpiones,,22-Jun-16,0,0.0005,0.0005,,,,,,,,,
,,23-Jun-16,,,,0,0,0,,,,,,
,,24-Jun-16,,,,,,,0,0,0,,,
,,25-Jun-16,,,,,,,,,,0,0,0
,,29-Jun-16,0.0005,0,0,,,,,,,,,
,,30-Jun-16,,,,0,0,0,,,,,,
,,1-Jul-16,,,,,,,0,0,0,,,
,,2-Jul-16,,,,,,,,,,0,0,0
,,6-Jul-16,0,0,0,,,,,,,,,
,,7-Jul-16,,,,0,0,0,,,,,,
,,8-Jul-16,,,,,,,0,0,0,,,
,,9-Jul-16,,,,,,,,,,0,0,0
,,13-Jul-16,0,0,0,,,,,,,,,
,,14-Jul-16,,,,0,0,0,,,,,,
,,15-Jul-16,,,,,,,0,0,0,,,
,,16-Jul-16,,,,,,,,,,0,0,0
,,20-Jul-16,0,0,0,,,,,,,,,
,,21-Jul-16,,,,,,,,,,,,
,,22-Jul-16,,,,,,,0,0,0,,,
,,23-Jul-16,,,,0,0,0,,,,0,0,0
Insecta,Thysanoptera,22-Jun-16,0,0,0,,,,,,,,,
,,23-Jun-16,,,,0,0,0,,,,,,
,,24-Jun-16,,,,,,,0,0,0,,,
,,25-Jun-16,,,,,,,,,,0,0,0
,,29-Jun-16,0,0,0,,,,,,,,,
,,30-Jun-16,,,,0,0,0,,,,,,
,,1-Jul-16,,,,,,,0,0,0,,,
,,2-Jul-16,,,,,,,,,,0,0,0
,,6-Jul-16,0,0,0,,,,,,,,,
,,7-Jul-16,,,,0,0,0,,,,,,
,,8-Jul-16,,,,,,,0,0,0,,,
,,9-Jul-16,,,,,,,,,,0,0,0
,,13-Jul-16,0,0,0,,,,,,,,,
,,14-Jul-16,,,,0,0,0,,,,,,
,,15-Jul-16,,,,,,,0,0,0,,,
,,16-Jul-16,,,,,,,,,,0,0,0
,,20-Jul-16,0,0,0,,,,,,,,,
,,21-Jul-16,,,,,,,,,,,,
,,22-Jul-16,,,,,,,0,0,0,,,
,,23-Jul-16,,,,0,0,0,,,,0,0,0
,Collembola,22-Jun-16,0,0,0,,,,,,,,,
,,23-Jun-16,,,,0,0,0,,,,,,
,,24-Jun-16,,,,,,,0,0,0,,,
,,25-Jun-16,,,,,,,,,,0,0,0
,,29-Jun-16,0,0,0,,,,,,,,,
,,30-Jun-16,,,,0,0,0,,,,,,
,,1-Jul-16,,,,,,,0,0,0,,,
,,2-Jul-16,,,,,,,,,,0,0,0
,,6-Jul-16,0,0,0,,,,,,,,,
,,7-Jul-16,,,,0,0,0,,,,,,
,,8-Jul-16,,,,,,,0,0,0,,,
,,9-Jul-16,,,,,,,,,,0,0,0
,,13-Jul-16,0,0,0,,,,,,,,,
,,14-Jul-16,,,,0,0,0,,,,,,
,,15-Jul-16,,,,,,,0,0,0,,,
,,16-Jul-16,,,,,,,,,,0,0,0
,,20-Jul-16,0,0,0,,,,,,,,,
,,21-Jul-16,,,,,,,,,,,,
,,22-Jul-16,,,,,,,0,0,0,,,
,,23-Jul-16,,,,0,0,0,,,,0,0,0
,Orthoptera,22-Jun-16,0.0003,0.0164,0.059,,,,,,,,,
,,23-Jun-16,,,,0,0,0,,,,,,
,,24-Jun-16,,,,,,,0.0096,0.0011,0.042,,,
,,25-Jun-16,,,,,,,,,,0.0549,0,0.0091
,,29-Jun-16,0.05,0.0453,0,,,,,,,,,
,,30-Jun-16,,,,0.0545,0.028,0,,,,,,
,,1-Jul-16,,,,,,,0.1444,0.0438,0.1174,,,
,,2-Jul-16,,,,,,,,,,0.1498,0,0.0288
,,6-Jul-16,0,0.0109,0.144,,,,,,,,,
,,7-Jul-16,,,,0,0.0172,0,,,,,,
,,8-Jul-16,,,,,,,0.1203,0,0.0662,,,
,,9-Jul-16,,,,,,,,,,0.1936,0.0164,0.0314
,,13-Jul-16,0.147,0.0579,0.151,,,,,,,,,
,,14-Jul-16,,,,0.0481,0,0.1776,,,,,,
,,15-Jul-16,,,,,,,0,0,0.0747,,,
,,16-Jul-16,,,,,,,,,,0.1889,0.1236,0.127
,,20-Jul-16,0,0.0304,0.1279,,,,,,,,,
,,21-Jul-16,,,,,,,,,,,,
,,22-Jul-16,,,,,,,0.0898,0.0482,0,,,
,,23-Jul-16,,,,0.1192,0.0295,0,,,,0.3316,0,0.0869
,Hemiptera,22-Jun-16,0.0037,0.0197,0.0025,,,,,,,,,
,,23-Jun-16,,,,0.0183,0.0047,0.0381,,,,,,
,,24-Jun-16,,,,,,,0.0049,0.0118,0.0137,,,
,,25-Jun-16,,,,,,,,,,0.0276,0.0023,0.0035
,,29-Jun-16,0.0113,0.0658,0.0016,,,,,,,,,
,,30-Jun-16,,,,0.022,0.0015,0.0013,,,,,,
,,1-Jul-16,,,,,,,0.0068,0.0083,0.0031,,,
,,2-Jul-16,,,,,,,,,,0.0136,0.0014,0.0029
,,6-Jul-16,0.0278,0.0153,0.0047,,,,,,,,,
,,7-Jul-16,,,,0.0097,0.0087,0.0041,,,,,,
,,8-Jul-16,,,,,,,0.0109,0,0.0008,,,
,,9-Jul-16,,,,,,,,,,0.0031,0.0004,0.0002
,,13-Jul-16,0.007,0.0082,0.0038,,,,,,,,,
,,14-Jul-16,,,,0.0004,0.0048,0.0006,,,,,,
,,15-Jul-16,,,,,,,0.0011,0,0.0868,,,
,,16-Jul-16,,,,,,,,,,0.0001,0,0
,,20-Jul-16,0.0021,0.005,0.0003,,,,,,,,,
,,21-Jul-16,,,,,,,,,,,,
,,22-Jul-16,,,,,,,0,0.0008,0,,,
,,23-Jul-16,,,,0.0041,0.003,0.0023,,,,0.0005,0.0003,0.0141
,Neuroptera,22-Jun-16,0.0003,0.0007,0.003,,,,,,,,,
,,23-Jun-16,,,,0,0.001,0.0022,,,,,,
,,24-Jun-16,,,,,,,0,0,0.0001,,,
,,25-Jun-16,,,,,,,,,,0,0.0013,0.0004
,,29-Jun-16,0.0009,0.0015,0.0004,,,,,,,,,
,,30-Jun-16,,,,0,0.0031,0,,,,,,
,,1-Jul-16,,,,,,,0.0014,0.0003,0,,,
,,2-Jul-16,,,,,,,,,,0.0001,0.0001,0.0008
,,6-Jul-16,0.0027,0.0025,0.0016,,,,,,,,,
,,7-Jul-16,,,,0.0006,0.0027,0.0046,,,,,,
,,8-Jul-16,,,,,,,0,0.0001,0,,,
,,9-Jul-16,,,,,,,,,,0.0003,0.0005,0
,,13-Jul-16,0.0037,0.0005,0.0018,,,,,,,,,
,,14-Jul-16,,,,0,0,0.0021,,,,,,
,,15-Jul-16,,,,,,,0.0004,0.0005,0.0014,,,
,,16-Jul-16,,,,,,,,,,0.0007,0.0002,0.0005
,,20-Jul-16,0,0.0003,0.0005,,,,,,,,,
,,21-Jul-16,,,,,,,,,,,,
,,22-Jul-16,,,,,,,0.0109,0,0.002,,,
,,23-Jul-16,,,,0.0003,0.0022,0.0011,,,,0.0001,0.0005,0
,Coleoptera,22-Jun-16,0.0048,0.0104,0.0282,,,,,,,,,
,,23-Jun-16,,,,0.0019,0.0195,0.002,,,,,,
,,24-Jun-16,,,,,,,0.0276,0,0.0053,,,
,,25-Jun-16,,,,,,,,,,0.0108,0.0142,0.0056
,,29-Jun-16,0.0203,0.0382,0,,,,,,,,,
,,30-Jun-16,,,,0.0013,0.0043,0,,,,,,
,,1-Jul-16,,,,,,,0.0105,0,0.0098,,,
,,2-Jul-16,,,,,,,,,,0,0.0091,0.0013
,,6-Jul-16,0.0317,0.0619,0,,,,,,,,,
,,7-Jul-16,,,,0.0361,0.0467,0,,,,,,
,,8-Jul-16,,,,,,,0.048,0.0082,0.0015,,,
,,9-Jul-16,,,,,,,,,,0.0074,0,0
,,13-Jul-16,0.0151,0.0377,0,,,,,,,,,
,,14-Jul-16,,,,0.004,0.0025,0.0156,,,,,,
,,15-Jul-16,,,,,,,0.0388,0.0034,0,,,
,,16-Jul-16,,,,,,,,,,0.0022,0.0267,0.0123
,,20-Jul-16,0.0129,0.013,0,,,,,,,,,
,,21-Jul-16,,,,,,,,,,,,
,,22-Jul-16,,,,,,,0.0167,0.0029,0.0009,,,
,,23-Jul-16,,,,0,0.0007,0.0041,,,,0.005,0.0007,0.0101
,Diptera,22-Jun-16,0.7349,1.0462,2.3384,,,,,,,,,
,,23-Jun-16,,,,1.5751,0.7362,0.94,,,,,,
,,24-Jun-16,,,,,,,1.9894,0.7243,0.421,,,
,,25-Jun-16,,,,,,,,,,0.4033,0.6445,0.578
,,29-Jun-16,3.0155,0,0.8964,,,,,,,,,
,,30-Jun-16,,,,2.0636,0.7807,0.7604,,,,,,
,,1-Jul-16,,,,,,,1.5445,0.4979,0.4716,,,
,,2-Jul-16,,,,,,,,,,0.3667,0.5859,0.4405
,,6-Jul-16,1.4866,0.8817,0.5235,,,,,,,,,
,,7-Jul-16,,,,1.7508,0.71,0.8573,,,,,,
,,8-Jul-16,,,,,,,0.9945,0.2525,0.292,,,
,,9-Jul-16,,,,,,,,,,0.1794,0.4031,0.3958
,,13-Jul-16,1.4941,0.6691,0.2585,,,,,,,,,
,,14-Jul-16,,,,1.9774,0.7147,1.4573,,,,,,
,,15-Jul-16,,,,,,,1.6295,0.734,0.9183,,,
,,16-Jul-16,,,,,,,,,,0.2841,0.4744,0.8869
,,20-Jul-16,1.3466,0.6022,0.6596,,,,,,,,,
,,21-Jul-16,,,,,,,,,,,,
,,22-Jul-16,,,,,,,1.1183,0.2653,0.3269,,,
,,23-Jul-16,,,,1.6927,0.8974,1.6096,,,,0.3299,0.3386,0.5328
,Hymenoptera,22-Jun-16,0.901,1.8174,0.8929,,,,,,,,,
,,23-Jun-16,,,,1.4039,1.4348,0.5971,,,,,,
,,24-Jun-16,,,,,,,0.5414,1.5011,1.5524,,,
,,25-Jun-16,,,,,,,,,,1.3619,0.5128,1.6974
,,29-Jun-16,0.8978,2.4005,1.5507,,,,,,,,,
,,30-Jun-16,,,,1.3161,1.304,0.6808,,,,,,
,,1-Jul-16,,,,,,,1.0702,2.0758,2.1251,,,
,,2-Jul-16,,,,,,,,,,0.0135,1.1289,1.4273
,,6-Jul-16,2.0862,3.3941,1.715,,,,,,,,,
,,7-Jul-16,,,,1.3103,1.2268,0.8021,,,,,,
,,8-Jul-16,,,,,,,1.831,4.0784,0.0008,,,
,,9-Jul-16,,,,,,,,,,2.1515,1.47,1.8857
,,13-Jul-16,3.2734,3.2734,2.3015,,,,,,,,,
,,14-Jul-16,,,,1.9018,1.9354,1.5946,,,,,,
,,15-Jul-16,,,,,,,0,3.5154,2.78,,,
,,16-Jul-16,,,,,,,,,,2.5535,1.1205,2.3447
,,20-Jul-16,5.0687,7.781,3.7639,,,,,,,,,
,,21-Jul-16,,,,,,,,,,,,
,,22-Jul-16,,,,,,,3.7315,3.7315,4.0816,,,
,,23-Jul-16,,,,2.9037,5.7133,1.9501,,,,3.2082,1.7079,3.6207
,Blattodea,22-Jun-16,0,0,0,,,,,,,,,
,,23-Jun-16,,,,0,0,0,,,,,,
,,24-Jun-16,,,,,,,0,0,0,,,
,,25-Jun-16,,,,,,,,,,0,0,0
,,29-Jun-16,0,0,0,,,,,,,,,
,,30-Jun-16,,,,0,0,0,,,,,,
,,1-Jul-16,,,,,,,0,0,0,,,
,,2-Jul-16,,,,,,,,,,0,0,0
,,6-Jul-16,0,0,0,,,,,,,,,
,,7-Jul-16,,,,0,0,0,,,,,,
,,8-Jul-16,,,,,,,0,0,0,,,
,,9-Jul-16,,,,,,,,,,0,0,0
,,13-Jul-16,0,0,0,,,,,,,,,
,,14-Jul-16,,,,0,0,0,,,,,,
,,15-Jul-16,,,,,,,0,0,0,,,
,,16-Jul-16,,,,,,,,,,0,0,0
,,20-Jul-16,0,0,0,,,,,,,,,
,,21-Jul-16,,,,,,,,,,,,
,,22-Jul-16,,,,,,,0,0,0,,,
,,23-Jul-16,,,,0,0,0,,,,0,0,0
,Mantodea,22-Jun-16,0,0,0,,,,,,,,,
,,23-Jun-16,,,,0,0,0,,,,,,
,,24-Jun-16,,,,,,,0,0,0,,,
,,25-Jun-16,,,,,,,,,,0,0,0
,,29-Jun-16,0,0,0,,,,,,,,,
,,30-Jun-16,,,,0,0,0,,,,,,
,,1-Jul-16,,,,,,,0,0,0,,,
,,2-Jul-16,,,,,,,,,,0,0,0
,,6-Jul-16,0,0,0,,,,,,,,,
,,7-Jul-16,,,,0,0,0,,,,,,
,,8-Jul-16,,,,,,,0,0,0,,,
,,9-Jul-16,,,,,,,,,,0,0,0
,,13-Jul-16,0,0,0,,,,,,,,,
,,14-Jul-16,,,,0,0,0,,,,,,
,,15-Jul-16,,,,,,,0,0,0,,,
,,16-Jul-16,,,,,,,,,,0,0,0
,,20-Jul-16,0,0,0,,,,,,,,,
,,21-Jul-16,,,,,,,,,,,,
,,22-Jul-16,,,,,,,0,0,0,,,
,,23-Jul-16,,,,0,0,0,,,,0,0,0
,Trichopera,22-Jun-16,0,0,0,,,,,,,,,
,,23-Jun-16,,,,0,0.0009,0,,,,,,
,,24-Jun-16,,,,,,,0,0,0,,,
,,25-Jun-16,,,,,,,,,,0,0,0
,,29-Jun-16,0,0,0,,,,,,,,,
,,30-Jun-16,,,,0,0,0,,,,,,
,,1-Jul-16,,,,,,,0,0,0,,,
,,2-Jul-16,,,,,,,,,,0,0,0
,,6-Jul-16,0,0,0,,,,,,,,,
,,7-Jul-16,,,,0.0006,0,0,,,,,,
,,8-Jul-16,,,,,,,0,0,0,,,
,,9-Jul-16,,,,,,,,,,0,0,0
,,13-Jul-16,0,0,0,,,,,,,,,
,,14-Jul-16,,,,0,0,0,,,,,,
,,15-Jul-16,,,,,,,0,0,0,,,
,,16-Jul-16,,,,,,,,,,0,0,0
,,20-Jul-16,0,0,0,,,,,,,,,
,,21-Jul-16,,,,,,,,,,,,
,,22-Jul-16,,,,,,,0,0,0,,,
,,23-Jul-16,,,,0,0,0,,,,0,0,0
,Lepidoptera,22-Jun-16,0.2492,0.5513,0.6385,,,,,,,,,
,,23-Jun-16,,,,0.2392,0.3091,0.2176,,,,,,
,,24-Jun-16,,,,,,,0.4904,0.1868,0.1053,,,
,,25-Jun-16,,,,,,,,,,0.1386,0.0312,0.1344
,,29-Jun-16,0.2082,0.2944,0.1367,,,,,,,,,
,,30-Jun-16,,,,0.3831,0.138,0.1152,,,,,,
,,1-Jul-16,,,,,,,0.2515,0.2695,0.3915,,,
,,2-Jul-16,,,,,,,,,,0.3189,0.5602,0.1146
,,6-Jul-16,0.5014,0.8101,0.1949,,,,,,,,,
,,7-Jul-16,,,,0.5978,0.4693,0.2126,,,,,,
,,8-Jul-16,,,,,,,0.1162,0.1006,0.1347,,,
,,9-Jul-16,,,,,,,,,,0.0156,0.1609,0.2028
,,13-Jul-16,0.1189,0.0292,0.114,,,,,,,,,
,,14-Jul-16,,,,0.132,0.1267,0.0326,,,,,,
,,15-Jul-16,,,,,,,0.0771,0.011,0.067,,,
,,16-Jul-16,,,,,,,,,,0.0508,0.0202,0.0419
,,20-Jul-16,0.1523,0.0835,0.0763,,,,,,,,,
,,21-Jul-16,,,,,,,,,,,,
,,22-Jul-16,,,,,,,0.0918,0.0844,0.062,,,
,,23-Jul-16,,,,0.1525,0.1293,0.0297,,,,0.0042,0.0534,0.0048
,Psocoptera,22-Jun-16,0,0,0,,,,,,,,,
,,23-Jun-16,,,,0,0,0,,,,,,
,,24-Jun-16,,,,,,,0,0,0,,,
,,25-Jun-16,,,,,,,,,,0,0,0
,,29-Jun-16,0,0,0,,,,,,,,,
,,30-Jun-16,,,,0,0,0,,,,,,
,,1-Jul-16,,,,,,,0,0,0,,,
,,2-Jul-16,,,,,,,,,,0,0,0
,,6-Jul-16,0,0,0,,,,,,,,,
,,7-Jul-16,,,,0,0,0,,,,,,
,,8-Jul-16,,,,,,,0,0,0,,,
,,9-Jul-16,,,,,,,,,,0,0,0
,,13-Jul-16,0,0,0,,,,,,,,,
,,14-Jul-16,,,,0,0,0,,,,,,
,,15-Jul-16,,,,,,,0,0,0,,,
,,16-Jul-16,,,,,,,,,,0,0,0
,,20-Jul-16,0,0,0,,,,,,,,,
,,21-Jul-16,,,,,,,,,,,,
,,22-Jul-16,,,,,,,0,0,0,,,
,,23-Jul-16,,,,0,0,0,,,,0,0,0
,Immatures (larvae),22-Jun-16,0,0,0,,,,,,,,,
,,23-Jun-16,,,,0,0,0,,,,,,
,,24-Jun-16,,,,,,,0,0,0,,,
,,25-Jun-16,,,,,,,,,,0,0,0
,,29-Jun-16,0,0,0,,,,,,,,,
,,30-Jun-16,,,,0,0,0,,,,,,
,,1-Jul-16,,,,,,,0,0,0,,,
,,2-Jul-16,,,,,,,,,,0,0,0
,,6-Jul-16,0,0,0,,,,,,,,,
,,7-Jul-16,,,,0,0,0,,,,,,
,,8-Jul-16,,,,,,,0,0,0,,,
,,9-Jul-16,,,,,,,,,,0,0,0
,,13-Jul-16,0,0,0,,,,,,,,,
,,14-Jul-16,,,,0,0,0,,,,,,
,,15-Jul-16,,,,,,,0,0,0,,,
,,16-Jul-16,,,,,,,,,,0,0,0
,,20-Jul-16,0,0,0,,,,,,,,,
,,21-Jul-16,,,,,,,,,,,,
,,22-Jul-16,,,,,,,0,0,0,,,
,,23-Jul-16,,,,0,0,0,,,,0,0,0
